업종,신고번호,상호,우편번호,시설주소(지번),시설주소(도로명),시설부지면적(제곱미터),시설면적(제곱미터),건물연면적(제곱미터),건물구조,지역구분,영업구분,최초등록일자,최근변경일자,민원처리여부,민원처리일자,실내여부,지도자1급,지도자2급,지도자3급,운동시설세부,체육도장업분류여부,체육도장업상세분류,등록기준일
당구장업,30108-2008-000004,퍼펙트 당구 클럽,,세종특별자치시 조치원읍 교리 22-7 2층 ,세종특별자치시 조치원읍 조치원5길 34-12  (2층),,,,,,영업중,2008-04-29,2008-04-29,해결,2008-04-29,실외,,,,,Y,,2022-11-30
당구장업,30108-2008-000009,프리당구클럽,30021,세종특별자치시 조치원읍 침산리 252-6 ,세종특별자치시 조치원읍 행복5길 23 2층,334,192,766,,근린상업지역,영업중,2008-09-05,2019-10-16,해결,2019-10-16,실내,,,,당구대수 [대] : 7,Y,,2022-11-30
당구장업,30108-2009-000004,럭키당구클럽,,세종특별자치시 전의면 읍내리 224-2 2층 ,세종특별자치시 전의면 장터길 9 (2층),518,242,825,철근콘크리트조,,영업중,2009-05-07,,해결,2009-05-07,실내,,,,당구대수 [대] : 10,Y,,2022-11-30
당구장업,30108-2009-000005,한큐당구장,,세종특별자치시 전의면 동교리 197-5 ,세종특별자치시 전의면 왕의물로 2-1,252,133,246,철근콘크리트조,일반주거지역,영업중,2009-05-28,,해결,2009-05-28,실내,,,,당구대수 [대] : 4,Y,,2022-11-30
당구장업,30108-2009-000006,한솔당구장,,세종특별자치시 조치원읍 교리 22-2 ,세종특별자치시 조치원읍 조치원7길 27,169,340,340,철근콘크리트조,일반상업지역,영업중,2009-06-19,,해결,2009-06-19,실외,,,,당구대수 [대] : 11,Y,,2022-11-30
당구장업,30108-2009-000008,프로 당구클럽,30031,세종특별자치시 조치원읍 신흥리 228-1 ,세종특별자치시 조치원읍 대첩로 75 401402호 (세종메디컬프라자),,397,,철골콘크리트조,일반주거지역,영업중,2009-11-19,2018-03-09,해결,2018-03-09,실외,,,,당구대수 [대] : 11,Y,,2022-11-30
당구장업,30108-2009-000009,오늘은 당구Day,30021,세종특별자치시 조치원읍 침산리 260-8 ,세종특별자치시 조치원읍 행복12길 5,,198,,,,영업중,2009-04-14,2019-05-01,해결,2019-05-01,실내,,,,,Y,,2022-11-30
당구장업,30108-2010-000001,영일 당구장,,세종특별자치시 소정면 소정리 196-10 ,세종특별자치시 소정면 소정구길 169,,106,,철골콘크리트조,일반주거지역,영업중,2010-04-06,2016-05-24,해결,2016-05-25,실외,,,,당구대수 [대] : 5,Y,,2022-11-30
당구장업,30108-2010-000002,명성당구장,,세종특별자치시 조치원읍 침산리 262-1 선우빌딩201호 ,세종특별자치시 조치원읍 행복10길 2 (선우빌딩201호),,294,1346,철골콘크리트조,,영업중,2010-04-29,2020-07-29,해결,2020-07-29,실외,,,,당구대수 [대] : 10,Y,,2022-11-30
당구장업,30108-2012-000001,삼억당구당,30016,세종특별자치시 조치원읍 신안리 141-3 ,세종특별자치시 조치원읍 토골고개길 10,1617,133,646,철골조,자연녹지지역,영업중,2012-02-18,2015-01-16,해결,2015-01-16,실내,,,,당구대수 [대] : 8,Y,,2022-11-30
당구장업,30108-2012-000002,국제당구클럽,30024,세종특별자치시 조치원읍 원리 1-20 ,세종특별자치시 조치원읍 문화로 5,178,118,198,철근콘크리트조,일반상업지역,영업중,2012-03-28,,해결,2012-03-28,실외,,,,당구대수 [대] : 5,Y,,2022-11-30
당구장업,30108-2012-000003,유니온당구장,30075,세종특별자치시 부강면 부강리 416-8 ,세종특별자치시 부강면 부촌길 39,314,250,596,철근콘크리트조,일반상업지역,영업중,2012-03-23,,해결,2012-03-23,실내,0,0,0,당구대수 [대] : 5,Y,,2022-11-30
당구장업,30108-2012-000004,큰별당구장,30083,세종특별자치시 금남면 용포리 192-5 ,세종특별자치시 금남면 대평시장2길 3,274,214,746,철근콘크리트조,일반상업지역,영업중,2012-07-10,,해결,2012-07-10,실내,,,,당구대수 [대] : 7,Y,,2022-11-30
당구장업,30108-2014-000001,세종당구장,30083,세종특별자치시 금남면 신촌리 88 ,세종특별자치시 금남면 용포쑥티1길 8,,129,,,,영업중,2014-01-20,2018-11-21,해결,2018-11-21,실내,,,,당구대수 [대] : 6,Y,,2022-11-30
당구장업,30108-2014-000003,첫마을당구클럽,30130,세종특별자치시 한솔동 343-5 ,세종특별자치시 누리1로 81 (한솔동),,143,,,,영업중,2014-03-17,2020-04-21,해결,2020-04-21,실내,,,,,Y,,2022-11-30
당구장업,30108-2014-000004,전동 당구장,30011,세종특별자치시 전동면 노장리 649-1 ,세종특별자치시 전동면 전동로 8,,95,,,,영업중,2014-08-22,,해결,2014-08-22,실외,,,,당구대수 [대] : 4,Y,,2022-11-30
당구장업,30108-2014-000005,태영 당구장,30055,세종특별자치시 장군면 봉안리 316 ,세종특별자치시 장군면 월현윗길 5,,161,,,,영업중,2014-08-29,2015-05-20,해결,2015-05-20,실내,,,,당구대수 [대] : 9,Y,,2022-11-30
당구장업,30108-2015-000001,미닝당구클럽,30100,세종특별자치시 도담동 672 해피라움5 ,세종특별자치시 보듬3로 8-15 해피라움5 501호 (도담동),,,,,,영업중,2015-01-14,2018-08-01,해결,2018-08-01,실내,,,,당구대수 [대] : 9,Y,,2022-11-30
당구장업,30108-2015-000002,세종제일당구장,30100,세종특별자치시 아름동 산 40 ,세종특별자치시 보듬3로 91 4동 702-1702-2703호 (아름동),,,,,,영업중,2015-02-11,2017-03-03,해결,2017-03-06,실내,,,,,Y,,2022-11-30
당구장업,30108-2015-000007,욱일 樂 당구클럽,30021,세종특별자치시 조치원읍 침산리 263-6 ,세종특별자치시 조치원읍 행복2길 21 201호,379,226,767,철근콘크리트조,일반주거지역,영업중,2015-07-10,2020-03-17,해결,2020-03-17,실내,,,,당구대수 [대] : 6,Y,,2022-11-30
당구장업,30108-2015-000008,25시 당구장,30130,세종특별자치시 한솔동 931 ,세종특별자치시 노을3로 90 301호 (한솔동),,,,,,영업중,2015-07-20,,해결,2015-07-20,실내,,,,당구대수 [대] : 11,Y,,2022-11-30
당구장업,30108-2015-000009,k당구,30103,세종특별자치시 어진동 103-21 ,세종특별자치시 절재로 194 801802호 (어진동),,268,,,,영업중,2015-07-27,2018-07-20,해결,2018-07-20,실내,,,,당구대수 [대] : 11,Y,,2022-11-30
당구장업,30108-2015-000010,원당구클럽,30064,세종특별자치시 종촌동 151-92 ,세종특별자치시 도움3로 105-6 501호 (종촌동 스마트프라자),,287,,,,영업중,2015-09-24,2018-06-26,해결,2018-06-26,실내,,,,,Y,,2022-11-30
당구장업,30108-2015-000011,세종당구장,30055,세종특별자치시 장군면 봉안리 377-1 ,세종특별자치시 장군면 봉안산소골길 4-5,,177,,,,영업중,2015-12-03,2020-02-28,해결,2020-02-28,실내,,,,당구대수 [대] : 6,Y,,2022-11-30
당구장업,30108-2015-000012,세종 당구장,30129,세종특별자치시 나성동 499 ,세종특별자치시 나리3로 41 406407호 (나성동 하해빌딩),,201,,,,영업중,2015-12-16,,해결,2015-12-16,실내,,,,,Y,,2022-11-30
당구장업,30108-2016-000001,SJ당구장,30100,세종특별자치시 아름동 1332 영토프라자 303호,세종특별자치시 아름서1길 13-3 303호 (아름동 영토프라자),,158,,철근콘크리트조,일반상업지역,영업중,2016-06-17,,해결,2016-06-17,실외,,,,당구대수 [대] : 7,Y,,2022-11-30
당구장업,30108-2016-000002,세종당구장,30004,세종특별자치시 전의면 읍내리 251-6 ,세종특별자치시 전의면 만세길 21 2층,489,182,424,철근콘크리트조,일반주거지역,영업중,2016-07-04,2018-09-14,해결,2018-09-14,실외,,,,당구대수 [대] : 6,Y,,2022-11-30
당구장업,30108-2016-000003,신흥당구클럽,30031,세종특별자치시 조치원읍 이화로 6-1,세종특별자치시 조치원읍 이화로 6-1,669,,1179,철골콘크리트조,일반주거지역,영업중,2016-07-21,,해결,2016-07-21,실내,,,,당구대수 [대] : 11,Y,,2022-11-30
당구장업,30108-2016-000004,참샘 당구클럽,30063,세종특별자치시 고운동 1716 ,세종특별자치시 고운서길 20 502503호 (고운동 참샘빌딩),,278,,,,영업중,2016-09-02,2021-07-22,해결,2021-07-23,실내,,,,당구대수 [대] : 9,Y,,2022-11-30
당구장업,30108-2017-000001,한스(han's) 당구장,30150,세종특별자치시 보람동 628-4 ,세종특별자치시 호려울로 51 604 605호 (보람동 골드타워),,244,,철골콘크리트조,일반상업지역,영업중,2017-01-11,,해결,2017-01-11,실내,,,,당구대수 [대] : 10,Y,,2022-11-30
당구장업,30108-2017-000002,나성당구클럽,30129,세종특별자치시 나성동 502 ,세종특별자치시 나성남로 7-16 6층 602호 (나성동 신영드림타워),,173,,철골콘크리트조,일반상업지역,영업중,2017-03-07,,해결,2017-03-07,실내,,,,당구대수 [대] : 8,Y,,2022-11-30
당구장업,30108-2017-000004,존케이지 빌리어즈 당구클럽,30128,세종특별자치시 나성동 361-35 404405406호 ,세종특별자치시 나성로 133-9 1동 4층 404호 (나성동 세종NS타워1),,262,,철골콘크리트조,중심상업지역,영업중,2017-04-27,,해결,2017-04-27,실내,,,,당구대수 [대] : 10,Y,,2022-11-30
당구장업,30108-2017-000005,에이스 당구장,30100,세종특별자치시 도담동,세종특별자치시 보듬3로 8-27 6층 602603604호 (도담동 새한빌딩),1466,580,5823,철근콘크리트조,일반상업지역,영업중,2017-05-15,,해결,2017-05-15,실내,,,,당구대수 [대] : 9,Y,,2022-11-30
당구장업,30108-2017-000006,챌린저 당구 카페,30150,세종특별자치시 보람동 629-4 ,세종특별자치시 호려울로 29 606호 (보람동 세종시드니),,282,13386,철골콘크리트조,일반상업지역,영업중,2017-05-29,2020-12-17,해결,2020-12-17,실내,,,,당구대수 [대] : 9,Y,,2022-11-30
당구장업,30108-2017-000008,세종아트당구클럽,30128,세종특별자치시 나성동 796 조이타워 ,세종특별자치시 나성로 125-10 조이타워 403404호 (나성동),,,,철골콘크리트조,중심상업지역,영업중,2017-08-24,2020-06-05,해결,2020-06-05,실내,,,,,Y,,2022-11-30
당구장업,30108-2017-000009,장군당구클럽,30055,세종특별자치시 장군면 봉안리 380-5 ,세종특별자치시 장군면 장척로 581 3층,243,243,,철근콘크리트조,관리지역,영업중,2017-10-12,2021-05-26,해결,2021-05-31,실내,,,,,Y,,2022-11-30
당구장업,30108-2017-000010,초원당구카페,30021,세종특별자치시 조치원읍 침산리 267-8 ,세종특별자치시 조치원읍 행복10길 9 3층,299,,736,철골콘크리트조,일반주거지역,영업중,2017-10-17,,처리중,,실외,,,,당구대수 [대] : 5,Y,,2022-11-30
당구장업,30108-2018-000001,세종당구클럽,30034,세종특별자치시 조치원읍 죽림리 254-2 ,세종특별자치시 조치원읍 충현로 28 대산빌딩 2층 202호,2022,155,361,,,영업중,2018-01-10,2021-06-21,해결,2021-06-21,실외,,,,당구대수 [대] : 6,Y,,2022-11-30
당구장업,30108-2018-000002,마드리드 당구장,30100,세종특별자치시 아름동 1327 마드리드R ,세종특별자치시 아름서1길 13-1 마드리드R 지층 B101호 (아름동),1902,662,13467,철근콘크리트조,일반상업지역,영업중,2018-06-21,,해결,2018-06-21,실외,,,,당구대수 [대] : 18,Y,,2022-11-30
당구장업,30108-2018-000003,아마존 당구클럽,30152,세종특별자치시 대평동 63-7 아마존타워 ,세종특별자치시 시청대로 20 아마존타워 8층 801802호 (대평동),,182,,,,영업중,2018-08-06,,해결,2018-08-06,실내,,,,당구대수 [대] : 7,Y,,2022-11-30
당구장업,30108-2018-000004,애플당구장,30128,세종특별자치시 나성동 791 애플타워 ,세종특별자치시 나성로 133-15 애플타워 7층 705706706-1호 (나성동),375,,,,,영업중,2018-09-19,,해결,2018-09-19,실내,,,,당구대수 [대] : 14,Y,,2022-11-30
당구장업,30108-2018-000006,300당구클럽,30062,세종특별자치시 고운동 1370 고운프라자 ,세종특별자치시 마음로 264 고운프라자 704 705호 (고운동),1260,,8235,철근콘크리트조,근린상업지역,영업중,2018-11-13,,해결,2018-11-13,실내,,,,당구대수 [대] : 6,Y,,2022-11-30
당구장업,30108-2019-000001,블루당구클럽,30152,세종특별자치시 대평동 63-7 해피라움블루 ,세종특별자치시 대평3길 18 해피라움블루 5층 514호 (대평동),,179,,,,영업중,2019-01-23,,해결,2019-01-23,실내,,,,,Y,,2022-11-30
당구장업,30108-2019-000002,제이제이시그니처당구클럽,30128,세종특별자치시 나성동 800 센트럴타워 ,세종특별자치시 나성북로 21 센트럴타워 401~409호 (나성동),,831,,,,영업중,2019-01-29,2020-04-20,해결,2020-04-20,실내,,,,당구대수 [대] : 13,Y,,2022-11-30
당구장업,30108-2019-000003,007당구장,30083,세종특별자치시 금남면 용포리 212-8 ,세종특별자치시 금남면 용포로 110,,160,,,,영업중,2019-02-12,,해결,2019-02-12,실내,,,,당구대수 [대] : 4,Y,,2022-11-30
당구장업,30108-2019-000004,도담당구클럽,30100,세종특별자치시 도담동 677 해피라움6 ,세종특별자치시 보듬3로 8-29 해피라움6 404405호 (도담동),1609,260,9115,철근콘크리트조,일반상업지역,영업중,2019-07-26,,해결,2019-07-26,실내,,,,당구대수 [대] : 11,Y,,2022-11-30
당구장업,30108-2019-000005,연기당구클럽,30058,세종특별자치시 연기면 연기리 412-1 ,세종특별자치시 연기면 당산로 121 3층,189,164,691,철근콘크리트조,관리지역,영업중,2019-10-02,,해결,2019-10-02,실내,,,,당구대수 [대] : 5,Y,,2022-11-30
당구장업,30108-2019-000006,스마트 빌리아드 클럽,30067,세종특별자치시 연동면 응암리 911 ,세종특별자치시 연동면 명학산단로 4 205호,165,,,철근콘크리트조,일반공업지역,영업중,2019-11-05,,해결,2019-11-05,실외,,,,당구대수 [대] : 6,Y,,2022-11-30
당구장업,30108-2020-000001,애플 대대 당구장,30128,세종특별자치시 나성동 791 애플타워 ,세종특별자치시 나성로 133-15 애플타워 701~704호 (나성동),,,,,,영업중,2020-03-03,,해결,2020-03-03,실내,,,,당구대수 [대] : 6,Y,,2022-11-30
당구장업,30108-2020-000002,퀸당구장,30019,세종특별자치시 조치원읍 서창리 181 ,세종특별자치시 조치원읍 원마루길 31-5 1층,857,158,158,철골조,,영업중,2020-05-28,,해결,2020-05-28,실외,,,,,Y,,2022-11-30
당구장업,30108-2020-000003,블랙홀 당구장,30004,세종특별자치시 전의면 동교리 193-6 지하1층 ,세종특별자치시 전의면 운주산로 1171 지하1층,,147,483,철골콘크리트조,일반주거지역,영업중,2020-06-18,,해결,2020-06-18,실외,,,,,Y,,2022-11-30
당구장업,30108-2020-000004,강남당구장,30083,세종특별자치시 금남면 용포리 194-14 ,세종특별자치시 금남면 용포로 85-3 2층,,183,450,철근콘크리트조,,영업중,2020-09-14,2021-06-16,해결,2021-06-16,실외,,,,당구대수 [대] : 6,Y,,2022-11-30
당구장업,30108-2021-000001,sm당구클럽,30038,세종특별자치시 조치원읍 죽림리 114-1 ,세종특별자치시 조치원읍 세종로 2282 6층 614615616호,4796,280,,철골콘크리트조,준주거지역,영업중,2021-05-03,,해결,2021-05-03,실외,,,,,Y,,2022-11-30
당구장업,30108-2021-000002,당구야 빌리어드클럽,30031,세종특별자치시 조치원읍 신흥리 166-13 202호,세종특별자치시 조치원읍 이화로 40 2층 202호,1285,234,985,철근콘크리트조,,영업중,2021-07-22,,해결,2021-07-22,실내,,,,,Y,,2022-11-30
썰매장업,30109-2019-000001,(주)잭슨나인스 세종 썰매장,30128,세종특별자치시 나성동 361-50 퍼스트원 ,세종특별자치시 나성북로 30 퍼스트원 4층 405~408호 (나성동),0,207,,,,영업중,2019-08-19,,해결,2019-08-19,실내,,,,슬로프규모(L) [m] : 12M 슬로프규모(B) [m] : 3M,Y,,2022-11-30
무도학원업,30111-2019-000001,조치원 무도학원,30024,세종특별자치시 조치원읍 교리 22-7 ,세종특별자치시 조치원읍 조치원5길 34-12 3층,390,99,,철골콘크리트조,일반상업지역,영업중,2019-12-26,2021-06-21,해결,2021-06-21,실내,,,,,Y,,2022-11-30
무도학원업,30111-2021-000001,조치원 세종무도학원,30023,세종특별자치시 조치원읍 원리 9-26 4층 ,세종특별자치시 조치원읍 조치원1길 6 4층,277,181,,철골콘크리트조,일반상업지역,영업중,2021-06-14,,해결,2021-06-14,실외,,,,,Y,,2022-11-30
빙상장업,30124-2019-000001,(주)잭슨나인스 세종 스노우파크,30128,세종특별자치시 나성동 361-50 퍼스트원 ,세종특별자치시 나성북로 30 퍼스트원 4층 401~404 419~426호 (나성동),,520,,,,영업중,2019-08-19,,해결,2019-08-19,실내,,,,,Y,,2022-11-30
승마장업,30125-2011-000001,세종승마클럽,,세종특별자치시 연서면 월하리 663-6 ,세종특별자치시 연서면 세종로 2156-9,4550,1120,675,경량철골조,자연녹지지역,영업중,2011-05-09,2014-06-16,해결,2017-04-18,실외,,,1,마장실내면적 [제곱미터] : 675 마장실외면적 [제곱미터] : 1120,Y,,2022-11-30
종합체육시설업,30126-2015-000001,코오롱글로벌(주) 스포렉스 세종점,30100,세종특별자치시 아름동 204-3 ,세종특별자치시 보듬3로 126 (아름동),,2875,,,,영업중,2015-05-26,,해결,2015-05-26,실내,,2,2,,Y,,2022-11-30
가상체험 체육시설업,30128-2020-000001,(SG)골프 세종 법원점,30148,세종특별자치시 소담동 산 7 레전드타워 ,세종특별자치시 소담로 70 레전드타워 211-12212213-12214호 (소담동),,381,17954,,,영업중,2020-01-21,,해결,2020-01-21,실외,,,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2020-000002,스트라이크존 세종 도담점,30100,세종특별자치시 도담동 673 다옴프라자 ,세종특별자치시 보듬3로 8-21 다옴프라자 2층 206 207호 (도담동),1344,221,7853,철근콘크리트조,근린상업지역,영업중,2020-04-28,,해결,2020-04-28,실내,,,,,Y,야구종목,2022-11-30
가상체험 체육시설업,30128-2020-000003,나사스크린 골프연습장,30147,세종특별자치시 반곡동 308 알파타워 ,세종특별자치시 국책연구원2로 18 알파타워 303304306307호 (반곡동),,460,,,,영업중,2020-05-21,2021-09-30,해결,2021-09-30,실내,,,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2020-000004,friend screen 골프,30152,세종특별자치시 대평동 63-12 센트럴테라스 ,세종특별자치시 대평4길 17 센트럴테라스 204~207호 (대평동),,323,,,,영업중,2020-06-26,2021-03-29,해결,2021-03-29,실내,,,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2020-000005,뱅크 골프존파크,30121,세종특별자치시 어진동 686 뱅크빌딩 ,세종특별자치시 한누리대로 350 뱅크빌딩 1동 지하 1층 (어진동),,362,,철근콘크리트조,중심상업지역,영업중,2020-07-28,,해결,2020-07-28,실내,,,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2020-000006,골프존파크(연기에이스스크린점),30057,세종특별자치시 연기면 수산리 87-3 ,세종특별자치시 연기면 조뱅이길 76-23 1층,,445,,,,영업중,2020-08-04,,해결,2020-08-04,실내,,,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2020-000007,이지골프,30055,세종특별자치시 장군면 봉안리 38 ,세종특별자치시 장군면 당암길 42 102~103호,,228,2455,철근콘크리트조,,영업중,2020-09-08,,해결,2020-09-08,실내,,,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2020-000008,뷰 스크린 골프,30055,세종특별자치시 장군면 봉안리 38 ,세종특별자치시 장군면 당암길 42 104105호,,285,2455,철근콘크리트조,,영업중,2020-09-08,2021-09-16,해결,2021-09-16,실외,,,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2020-000009,GDR아카데미세종아름점,30100,세종특별자치시 아름동 1327 마드리드R ,세종특별자치시 아름서1길 13-1 201~215호 (아름동),,765,,철근콘크리트조,일반상업지역,영업중,2020-10-30,,해결,2020-10-30,실내,,1,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2020-000010,골프존파크 보람점,30150,세종특별자치시 보람동 700-76 위너스타워 ,세종특별자치시 남세종로 462 위너스타워 201202-1호 (보람동),1296,300,7555,철근콘크리트조,일반상업지역,영업중,2020-11-09,,해결,2020-11-09,실내,,,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2020-000011,골프존파크 세종점,30150,세종특별자치시 보람동 700-76 위너스타워 ,세종특별자치시 남세종로 462 위너스타워 204호 (보람동),1296,214,7555,철근콘크리트조,일반상업지역,영업중,2020-11-09,,해결,2020-11-09,실내,,,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2020-000012,골프존파크 어진청사점,30103,세종특별자치시 어진동 549 청암빌딩 ,세종특별자치시 한누리대로 492 청암빌딩 205호 (어진동),,1066,,,,영업중,2020-11-27,2021-08-23,해결,2021-08-24,실내,,,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2020-000013,골프존파크 어진청사점,30103,세종특별자치시 어진동 549 청암빌딩 ,세종특별자치시 한누리대로 492 청암빌딩 204호 (어진동),1927,279,15842,,,영업중,2020-11-27,2021-10-13,해결,2021-10-13,실내,,,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2020-000014,프렌즈스크린명품고운점,30101,세종특별자치시 고운동 2100 명품프라자 ,세종특별자치시 만남로 136 명품프라자 301~305호 (고운동),,343,,,,영업중,2020-12-08,,해결,2020-12-08,실내,,,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2020-000015,명품스크린골프연습장,30101,세종특별자치시 고운동 산 167 명품프라자 ,세종특별자치시 만남로 136 명품프라자 401~403호 (고운동),,201,,,,영업중,2020-12-08,,해결,2020-12-08,실내,,,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2021-000001,골프존파크 아름마드리드 골프존,30100,세종특별자치시 아름동 1328 마드리드A ,세종특별자치시 아름서1길 13-5 마드리드A 201~211호 (아름동),,695,,,,영업중,2021-01-20,,해결,2021-01-20,실내,,,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2021-000002,나성스크린골프,30129,세종특별자치시 나성동 782 하해빌딩 ,세종특별자치시 나성로 41 하해빌딩 7층 703~707호 (나성동),1444,995,11537,철골콘크리트조,중심상업지역,영업중,2021-01-28,,해결,2021-01-28,실내,,,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2021-000003,이성용의 골프서당,30150,세종특별자치시 보람동 751 골드타워 ,세종특별자치시 호려울로 51 골드타워 804호 (보람동),1950,124,14781,철근콘크리트조,상업지역,영업중,2021-03-30,,해결,2021-03-30,실내,,,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2021-000004,뱅크스크린골프연습장,30121,세종특별자치시 어진동 686 뱅크빌딩 ,세종특별자치시 한누리대로 350 뱅크빌딩 3층 301호 (어진동),3874,867,35079,철골콘크리트조,중심상업지역,영업중,2021-09-23,,해결,2021-09-23,실내,1,,,,Y,골프종목,2022-11-30
가상체험 체육시설업,30128-2021-000005,구스트 스튜디오,30116,세종특별자치시 어진동 540 세종NS호텔 ,세종특별자치시 도움1로 7 세종NS호텔 204~207호 (어진동),6174,944,41838,철골콘크리트조,중심상업지역,영업중,2021-09-30,,해결,2021-09-30,실외,,,,,Y,골프종목,2022-11-30
체육교습업,30129-2021-000001,세종스포츠아카데미,30055,세종특별자치시 장군면 봉안리 216-17 ,세종특별자치시 장군면 월현윗길 56,739,290,290,철골조,관리지역,영업중,2021-01-19,,해결,2021-01-19,실내,,1,,,Y,,2022-11-30
체육교습업,30129-2021-000002,에프씨 세종,30123,세종특별자치시 다정동 938 리치타워 ,세종특별자치시 다정중앙로 40 리치타워 401-403호 (다정동),1630,235,11418,철골콘크리트조,근린상업지역,영업중,2021-01-26,,해결,2021-01-26,실내,,1,,,Y,,2022-11-30
체육교습업,30129-2021-000003,레인보우 음악줄넘기,30063,세종특별자치시 고운동 1722 에이스프라자 ,세종특별자치시 고운서길 13 에이스프라자 204호 (고운동),,194,,,,영업중,2021-03-02,,해결,2021-03-02,실내,,,,,Y,,2022-11-30
체육교습업,30129-2021-000004,바람개비 인라인스쿨 소담점,30147,세종특별자치시 반곡동 308 알파타워 ,세종특별자치시 국책연구원2로 18 알파타워 606~608호 (반곡동),2009,275,12655,철근콘크리트조,일반상업지역,영업중,2021-03-17,,해결,2021-03-17,실내,,,,,Y,,2022-11-30
체육교습업,30129-2021-000005,바람개비,30100,세종특별자치시 아름동 1316 송남빌딩 ,세종특별자치시 보듬3로 154 송남빌딩 502호 (아름동),,384,,,,영업중,2021-03-19,,해결,2021-03-19,실내,,1,,,Y,,2022-11-30
체육교습업,30129-2021-000006,세종글로벌유소년풋볼클럽,30064,세종특별자치시 종촌동 672 메가시티 ,세종특별자치시 도움1로 106 메가시티 314315호 (종촌동),,396,,,,영업중,2021-05-07,,해결,2021-05-07,실내,,1,,,Y,,2022-11-30
체육교습업,30129-2021-000007,슬기로운 아카데미,30084,세종특별자치시 금남면 영곡리 371-2 ,세종특별자치시 금남면 성덕영곡길 146-39,812,272,272,철골콘크리트조,관리지역,영업중,2021-06-03,,해결,2021-06-03,실외,1,,,,Y,,2022-11-30
체육교습업,30129-2021-000008,세종 KBA 농구교실,30080,세종특별자치시 금남면 부용리 427-7 ,세종특별자치시 금남면 금병로 905,2063,260,260,철골콘크리트조,보전녹지지역,영업중,2021-07-07,,해결,2021-07-07,실내,,,,,Y,,2022-11-30
체육교습업,30129-2021-000009,챔피언 축구교실,30018,세종특별자치시 조치원읍 서창리 298-6 ,세종특별자치시 조치원읍 돌마루3길 3,,1089,55,철근콘크리트조,,영업중,2021-07-14,,해결,2021-07-14,실외,1,,,,Y,,2022-11-30
체육교습업,30129-2021-000010,줄넘기아카데미,30064,세종특별자치시 종촌동 673 몰리브(Mallive) ,세종특별자치시 도움1로 108 몰리브(Mallive) (종촌동),,154,,,,영업중,2021-07-26,,해결,2021-07-26,실내,,,,,Y,,2022-11-30
체육교습업,30129-2021-000011,주식회사 세종스포츠센터,30055,세종특별자치시 장군면 봉안리 386-1 ,세종특별자치시 장군면 봉안길 72,1782,710,1570,철골조,관리지역,영업중,2021-09-07,,해결,2021-09-07,실내,,,,,Y,,2022-11-30
